String,Applicant,Website,Location,Region,Primary Contact,Email,IDN?,A-Label,English Meaning,Script Code,Community?,Geographic?,Application ID
DESI,Desi Networks LLC,,US,NA,Mr. Ravin Ohri,rohri@desinetwork.in,--,--,--,--,--,--,1-870-27617
DESIGN,STARTING DOT,http://www.startingdot.com,FR,EUR,Mr. Godefroy Jordan,startingdot@jwgroupe.com,--,--,--,--,--,--,1-1000-71907
DESIGN,BET Inc.,http://www.bet.co.jp,JP,AP,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-4245
DESIGN,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.6@gmail.com,--,--,--,--,--,--,1-1038-80812
DESIGN,"Top Level Design, LLC",,US,NA,Mr. Raymond King,raymondking@gmail.com,--,--,--,--,--,--,1-1086-90196
DESIGN,NU DOT CO LLC,,US,NA,Jose Ignacio Rasco,r@straat.co,--,--,--,--,--,--,1-1296-10164
DESIGN,"Black Avenue, LLC",,US,NA,Daniel Schindler,blackavenue@donuts.co,--,--,--,--,--,--,1-1425-38025
DESIGN,Design Trend Registry Inc.,,CA,NA,Ms. Aimee Deziel,aimee@designtrendregistry.com,--,--,--,--,--,--,1-2082-69005
DESIGN,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-26161
DEUTSCHEPOST,Deutsche Post AG,http://www.dp-dhl.com/de.html,DE,EUR,Ms. Elisa Renee Cooper,ecooper5@markmonitor.com,--,--,--,--,--,--,1-1075-11927
DEV,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact3@google.com,--,--,--,--,--,--,1-1138-73066
DEV,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am1@valideus.com,--,--,--,--,--,--,1-1316-95567
DHL,Deutsche Post AG,http://www.dp-dhl.com/de.html,DE,EUR,Ms. Elisa Renee Cooper,ecooper5@markmonitor.com,--,--,--,--,--,--,1-1075-45896
DIAMONDS,"John Edge, LLC",,US,NA,Daniel Schindler,johnedge@donuts.co,--,--,--,--,--,--,1-1428-32844
DIET,dot Diet Limited,,GI,EUR,Mr. Geir Rasmussen,icanntas43@famousfourmedia.com,--,--,--,--,--,--,1-1225-36982
DIET,"Pioneer Hill, LLC",,US,NA,Daniel Schindler,pioneerhill@donuts.co,--,--,--,--,--,--,1-1426-25607
DIET,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-21294
DIGIKEY,Digi-Key Corporation,http://www.digikey.com/,US,NA,Anthony Harris,tony.harris@digikey.com,--,--,--,--,--,--,1-976-58323
DIGITAL,"Dash Park, LLC",,US,NA,Daniel Schindler,dashpark@donuts.co,--,--,--,--,--,--,1-1427-39640
DIRECT,"Half Trail, LLC",,US,NA,Daniel Schindler,halftrail@donuts.co,--,--,--,--,--,--,1-1424-94823
DIRECT,Dish DBS Corporation,http://www.dish.com,US,NA,Gretchen Olive,cscngtlds26@cscinfo.com,--,--,--,--,--,--,1-2007-43424
DIRECTORY,"Extra Madison, LLC",,US,NA,Daniel Schindler,extramadison@donuts.co,--,--,--,--,--,--,1-1432-79618
DISCOUNT,"Holly Hill, LLC",,US,NA,Daniel Schindler,hollyhill@donuts.co,--,--,--,--,--,--,1-1431-6328
DISCOUNT,"Dot Discount, LLC",,US,NA,Mr. Erik Ludwick,erik@whatbox.co,--,--,--,--,--,--,1-856-55254
DISCOVER,Discover Financial Services,https://www.discover.com/,US,NA,Mr. Michael Adams,michaeladams@mayerbrown.com,--,--,--,--,--,--,1-1423-36348
DISH,Dish DBS Corporation,http://www.dish.com,US,NA,Gretchen Olive,dishnewgtlds@cscinfo.com,--,--,--,--,--,--,1-1919-18145
DIY,"Lifestyle Domain Holdings, Inc.",,US,NA,Matthew Russotti,mrussotti@wolfe-sbmc.com,--,--,--,--,--,--,1-1326-57740
DIY,Charleston Road Registry Inc.,,US,NA,Ms. Sarah Falvey,tas-contact8@google.com,--,--,--,--,--,--,1-1678-58300
DNB,The Dun & Bradstreet Corporation,http://ww.dnb.com,US,NA,Mr. David Anthony Kovacs,kovacsd@dnb.com,--,--,--,--,--,--,1-1832-141
DNP,"Dai Nippon Printing Co., Ltd.",http://www.dnp.co.jp/eng/,JP,AP,Mr. Shuichi Mamada,new.gtld.dnp@mail.dnp.co.jp,--,--,--,--,--,--,1-948-69611
DOCOMO,"NTT DOCOMO, INC.",http://www.nttdocomo.co.jp,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_13@brights.jp,--,--,--,--,--,--,1-1100-83885
DOCS,Microsoft Corporation,http://www.microsoft.com,US,NA,Ms. Cynthia Ruth Kern,tlddom@microsoft.com,--,--,--,--,--,--,1-1129-14280
DOCS,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact11@google.com,--,--,--,--,--,--,1-1682-12856
DOCTOR,DotMedico TLD Inc.,http://www.radixregistry.com,AE,AP,Mr. Brijesh Harish Joshi,dotdoctor@radixregistry.com,--,--,--,--,--,--,1-1060-13366
DOCTOR,"Brice Trail, LLC",,US,NA,Daniel Schindler,bricetrail@donuts.co,--,--,--,--,--,--,1-1430-52453
DOCTOR,The Medical Registry Limited,http://www.thedoctorregistry.com,US,NA,Mr. Sloan Daniel Gaon,sloangaon@gmail.com,--,--,--,--,--,--,1-2026-56939
DODGE,Chrysler Group LLC.,http://www.chryslergroupllc.com,US,NA,Gretchen Olive,cscngtlds38@cscinfo.com,--,--,--,--,--,--,1-2054-9171
DOG,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.6@gmail.com,--,--,--,--,--,--,1-1038-63631
DOG,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact5@google.com,--,--,--,--,--,--,1-1140-60957
DOG,"Koko Mill, LLC",,US,NA,Daniel Schindler,kokomill@donuts.co,--,--,--,--,--,--,1-1429-22494
DOHA,The Supreme Council of Information and Communication Technology “ictQATAR”,http://www.ict.gov.qa,QA,AP,Mr. Mohamed El Bashir,mbashir@ict.gov.qa,--,--,--,--,--,Yes,1-1150-50794
DOMAINS,"Sugar Cross, LLC",,US,NA,Daniel Schindler,sugarcross@donuts.co,--,--,--,--,--,--,1-1433-39728
DOOSAN,Doosan Corporation,http://www.doosan.com,KR,AP,Yujeong Shin,doosan@yesnic.com,--,--,--,--,--,--,1-1855-76721
DOT,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact5@google.com,--,--,--,--,--,--,1-1140-12803
DOT,Dish DBS Corporation,http://www.dish.com,US,NA,Gretchen Olive,cscngtlds34@cscinfo.com,--,--,--,--,--,--,1-2005-70840
DOTAFRICA,DotConnectAfrica Trust,http://www.dotconnectafrica.org,MU,AF,Ms. Sophia Bekele,sophiabekele@yahoo.com,--,--,--,--,--,Yes,1-1165-42560
DOWNLOAD,dot Support Limited,,GI,EUR,Mr. Geir Rasmussen,icanntas27@famousfourmedia.com,--,--,--,--,--,--,1-1210-70457
DRIVE,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact3@google.com,--,--,--,--,--,--,1-1138-62581
DRIVE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am1@valideus.com,--,--,--,--,--,--,1-1316-37524
DSTV,MultiChoice Africa (Proprietary) Limited,http://www.multichoice.co.za,ZA,AF,Gretchen Olive,cscngtlds6@cscinfo.com,--,--,--,--,--,--,1-1899-97050
DTV,Dish DBS Corporation,http://www.dish.com,US,NA,Mr. Christopher Adams,cadams@pattonboggs.com,--,--,--,--,--,--,1-2084-81667
DUBAI,Dubai eGovernment Department,http://www.deg.gov.ae,AE,AP,Mr. Matar Saeed AlHumairi,Matar.AlHumairi@deg.gov.ae,--,--,--,--,--,Yes,1-1838-15469
DUCK,"Johnson Shareholdings, Inc.",,US,NA,Joshua Bourne,Bourne.SC@fairwindspartners.com,--,--,--,--,--,--,1-1248-11973
DUNLOP,The Goodyear Tire & Rubber Company,http://www.goodyear.com,US,NA,Gretchen Olive,cscngtlds14@cscinfo.com,--,--,--,--,--,--,1-1885-14876
DUNS,The Dun & Bradstreet Corporation,http://ww.dnb.com,US,NA,Mr. David Anthony Kovacs,kovacsd@dnb.com,--,--,--,--,--,--,1-1832-42386
DUPONT,E.I. du Pont de Nemours and Company,http://www.dupont.com,US,NA,Ms. Elisa Renee Cooper,ecooper2@markmonitor.com,--,--,--,--,--,--,1-1300-88322
DURBAN,UniForum SA (NPC) trading as ZA Central Registry,http://www.Registry.net.za,ZA,AF,Mr. Neil Duncan Dundas,neil@dundas.co.za,--,--,--,--,--,Yes,1-1864-63608
DVAG,Deutsche Vermögensberatung Aktiengesellschaft DVAG,http://www.dvag.com,DE,EUR,Mr. Jannik Skou,dvag@thomsentrampedach.com,--,--,--,--,--,--,1-904-62612
DVR,Hughes Satellite Systems Corporation,http://www.hughes.com,US,NA,Gretchen Olive,cscngtlds23@cscinfo.com,--,--,--,--,--,--,1-2000-89466
DWG,"Autodesk, Inc.",http://www.autodesk.com,US,NA,Lisa Turbis,lisa.turbis@autodesk.com,--,--,--,--,--,--,1-1889-53120
EARTH,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact5@google.com,--,--,--,--,--,--,1-1140-20623
EARTH,"Interlink Co., Ltd.",http://www.interlink.or.jp/,JP,AP,Mr. Jacob Williams,applications@urbanbrain.com,--,--,--,--,--,--,1-901-26957
EAT,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact4@google.com,--,--,--,--,--,--,1-1139-37354
ECO,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.8@gmail.com,--,--,--,--,--,--,1-1039-91823
ECO,"Little Birch, LLC",,US,NA,Daniel Schindler,littlebirch@donuts.co,--,--,--,--,--,--,1-1434-1370
ECO,"Planet Dot Eco, LLC",http://planetdoteco.com,US,NA,Jean William,jeanwilliam@planetdoteco.com,--,--,--,--,--,--,1-1710-92415
ECO,Big Room Inc.,http://www.bigroom.ca,CA,NA,Mr. Jacob Joseph Malthouse,jacob@doteco.org,--,--,--,--,Yes,--,1-912-59314
ECOM,Ecommerce Inc.,http://www.ecommerce.com,US,NA,Mr. Michael Anthony Harris,michael.harris@ecommerce.com,--,--,--,--,--,--,1-2016-12429
EDEKA,EDEKA Verband kaufmännischer Genossenschaften e.V.,http://www.edeka.de,DE,EUR,Ms. Katrin Ohlmer,katrin@dotzon.com,--,--,--,--,Yes,--,1-1297-3451
EDUCATION,"Brice Way, LLC",,US,NA,Daniel Schindler,briceway@donuts.co,--,--,--,--,--,--,1-1435-73490
EMAIL,"Spring Madison, LLC",,US,NA,Daniel Schindler,springmadison@donuts.co,--,--,--,--,--,--,1-1438-98374
EMERCK,Merck KGaA,http://www.merckgroup.com,DE,EUR,Mr. Torsten Bettinger,bettinger@bettinger.de,--,--,--,--,--,--,1-980-60636
EMERSON,Emerson Electric Co.,http://www.Emerson.com,US,NA,Gretchen Olive,emernewgtlds@cscinfo.com,--,--,--,--,--,--,1-1299-23169
ENERGY,dot Energy Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas37@famousfourmedia.com,--,--,--,--,--,--,1-1221-4047
ENERGY,"Binky Birch, LLC",,US,NA,Daniel Schindler,binkybirch@donuts.co,--,--,--,--,--,--,1-1437-42738
ENGINEER,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-37010
ENGINEERING,Romeo Canyon,,US,NA,Daniel Schindler,romeocanyon@donuts.co,--,--,--,--,--,--,1-1436-74788
ENTERPRISES,"Snow Oaks, LLC",,US,NA,Daniel Schindler,snowoaks@donuts.co,--,--,--,--,--,--,1-1440-71720
EPOST,Deutsche Post AG,http://www.dp-dhl.com/de.html,DE,EUR,Ms. Elisa Renee Cooper,ecooper5@markmonitor.com,--,--,--,--,--,--,1-1075-2496
EPSON,Seiko Epson Corporation,http://www.epson.jp/,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_12@brights.jp,--,--,--,--,--,--,1-936-24218
EQUIPMENT,"Corn Station, LLC",,US,NA,Daniel Schindler,cornstation@donuts.co,--,--,--,--,--,--,1-1442-68106
ERICSSON,Telefonaktiebolaget L M Ericsson,http://ericsson.com,SE,EUR,Ms. Lena Maria Eleonora Jansson,lena.jansson@ericsson.com,--,--,--,--,--,--,1-1798-68430
ERNI,ERNI Group Holding AG,http://www.erni.ch,CH,EUR,Mr. Cedric Escher,cedric.escher@erni.ch,--,--,--,--,--,--,1-949-56474
ESQ,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact5@google.com,--,--,--,--,--,--,1-1140-98965
EST,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact10@google.com,--,--,--,--,--,--,1-1681-86067
ESTATE,"Trixy Park, LLC",,US,NA,Daniel Schindler,trixypark@donuts.co,--,--,--,--,--,--,1-1441-44965
ESURANCE,Esurance Insurance Company,,US,NA,Mr. Philip Lodico,Lodico.es@fairwindspartners.com,--,--,--,--,--,--,1-1987-61342
ETISALAT,Emirates Telecommunications Corporation (trading as Etisalat),http://www.etisalat.com,AE,AP,Ms. Amy Repp,tas-etisalat-primary@centralnic.com,--,--,--,--,--,--,1-1743-35887
EUROVISION,European Broadcasting Union (EBU),http://www.ebu.ch,CH,EUR,Mr. Alain Artero,artero@ebu.ch,--,--,--,--,--,--,1-1083-6576
EUS,Puntueus Fundazioa,http://www.puntueus.org/,ES,EUR,Ms. Iratxe Esnaola,eskaria1@puntueus.org,--,--,--,--,Yes,--,1-1293-15788
EVENTS,"Pioneer Maple, LLC",,US,NA,Daniel Schindler,pioneermaple@donuts.co,--,--,--,--,--,--,1-1443-27992
EVERBANK,EverBank,https://www.everbank.com,US,NA,Mr. Brian Jay Winterfeldt,18969-EverBank-BJW@steptoe.com,--,--,--,--,--,--,1-2136-22895
EXCHANGE,"Spring Falls, LLC",,US,NA,Daniel Schindler,springfalls@donuts.co,--,--,--,--,--,--,1-1445-68403
EXPERT,"Magic Pass, LLC",,US,NA,Daniel Schindler,magicpass@donuts.co,--,--,--,--,--,--,1-1444-46322
EXPERT,"Red Circle, LLC",,US,NA,George Minardos,jzetlin@freundandbrackey.com,--,--,--,--,--,--,1-1970-27496
EXPOSED,"Victor Beach, LLC",,US,NA,Daniel Schindler,victorbeach@donuts.co,--,--,--,--,--,--,1-1446-82057
EXPRESS,"Sea Sunset, LLC",,US,NA,Daniel Schindler,seasunset@donuts.co,--,--,--,--,--,--,1-1447-46365
EXPRESS,Express LLC,http://www.express.com,US,NA,Ms. Michelle Melendez,mmelendez@express.com,--,--,--,--,--,--,1-1690-33371
EXTRASPACE,Extra Space Storage LLC,http://www.extraspace.com,US,NA,Mr. James Louis Overturf,joverturf5@msn.com,--,--,--,--,--,--,1-1688-1352
FAGE,FAGE Dairy Industry S.A.,http://www.fage.gr,GR,EUR,Mr. Robert Edward Shea,fageclientteam@winston.com,--,--,--,--,--,--,1-2125-19961
FAIL,"Atomic Pipe, LLC",,US,NA,Daniel Schindler,atomicpipe@donuts.co,--,--,--,--,--,--,1-1448-73190
FAIRWINDS,"FairWinds Partners, LLC",,US,NA,Joshua Bourne,bourne.fw@fairwindspartners.com,--,--,--,--,--,--,1-1173-27755
FAITH,dot Faith Limited,,GI,EUR,Mr. Geir Rasmussen,icanntas46@famousfourmedia.com,--,--,--,--,--,--,1-1228-92789
FAMILY,"Bitter Galley, LLC",,US,NA,Daniel Schindler,bittergalley@donuts.co,--,--,--,--,--,--,1-1450-96002
FAMILY,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact12@google.com,--,--,--,--,--,--,1-1683-11222
FAMILY,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-55827
FAN,"Goose Glen, LLC",,US,NA,Daniel Schindler,gooseglen@donuts.co,--,--,--,--,--,--,1-1449-26710
FANS,Asiamix Digital Limited,,HK,AP,Mr. Vladimir Shadrunov,info@vlad.tel,--,--,--,--,--,--,1-1711-46810
FARM,"Just Maple, LLC",,US,NA,Daniel Schindler,justmaple@donuts.co,--,--,--,--,--,--,1-1451-8324
FARMERS,Farmers Insurance Exchange,http://www.farmers.com,US,NA,Mr. Christopher Niemi,cniemi7@markmonitor.com,--,--,--,--,--,--,1-1801-23208
FASHION,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.8@gmail.com,--,--,--,--,--,--,1-1039-98979
FASHION,Diamond Registry Limited,,GI,EUR,Mr. Geir Rasmussen,icanntas42@famousfourmedia.com,--,--,--,--,--,--,1-1224-46400
FASHION,"Big Dynamite, LLC",,US,NA,Daniel Schindler,bigdynamite@donuts.co,--,--,--,--,--,--,1-1455-48217
FASHION,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-22951
FAST,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am1@valideus.com,--,--,--,--,--,--,1-1316-97653
FEDEX,Federal Express Corporation,http://www.fedex.com/,US,NA,Gretchen Olive,fedxnewgtlds@cscinfo.com,--,--,--,--,--,--,1-1896-90293
FEEDBACK,"Top Level Spectrum, Inc.",http://www.toplevelspectrum.com,US,NA,Jay Westerdal,jay@topspectrum.com,--,--,--,--,--,--,1-1279-54497
FERRARI,"Fiat S.p.A. (""società per azioni"")",http://www.fiatspa.com,IT,EUR,Gretchen Olive,cscngtlds50@cscinfo.com,--,--,--,--,--,--,1-2071-48444
FERRERO,Ferrero Trading Lux S.A.,http://www.ferrero.com,LU,EUR,Mr. Stefano Marzocchi,newgtld_fer@valideus.com,--,--,--,--,--,--,1-1126-78849
FIAT,"Fiat S.p.A. (""società per azioni"")",http://www.fiatspa.com,IT,EUR,Gretchen Olive,cscngtlds46@cscinfo.com,--,--,--,--,--,--,1-2067-46114
FIDELITY,Fidelity Brokerage Services LLC,https://www.fidelity.com/,US,NA,Tanya Sharko Courcey,tcourcey@fmr.com,--,--,--,--,--,--,1-1845-19586
FIDO,Rogers Communications Partnership,http://www.rogers.com,CA,NA,Ms. Debra Charlery,debra.charlery@rci.rogers.com,--,--,--,--,--,--,1-1036-80240
FILM,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact3@google.com,--,--,--,--,--,--,1-1138-87772
FILM,"Outer Avenue, LLC",,US,NA,Daniel Schindler,outeravenue@donuts.co,--,--,--,--,--,--,1-1452-20905
FILM,Motion Picture Domain Registry Pty Ltd,,AU,AP,Mr. Simon Delzoppo,simon@ausregistry.com,--,--,--,--,--,--,1-1802-37358
FINAL,Núcleo de Informação e Coordenação do Ponto BR - NIC.br,http://www.nic.br,BR,LAC,Mr. Rubens Henrique Kuhl Junior,rhkuhl@registro.br,--,--,--,--,--,--,1-1119-72288
FINANCE,"Cotton Cypress, LLC",,US,NA,Daniel Schindler,cottoncypress@donuts.co,--,--,--,--,--,--,1-1454-18725
FINANCIAL,"Just Cover, LLC",,US,NA,Daniel Schindler,justcover@donuts.co,--,--,--,--,--,--,1-1453-71764
FINANCIALAID,"Rezolve Group, Inc.",http://www.rezolvegroup.com/,US,NA,Mr. Matthew Payden Phillips,mphillips@studentaidservice.com,--,--,--,--,--,--,1-1846-66020
FINISH,Reckitt Benckiser N.V.,http://www.rb.com,NL,EUR,Mr. Patrick George Melson,pmelson.gtld@rb.com,--,--,--,--,--,--,1-1258-76523
FIRE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am@valideus.com,--,--,--,--,--,--,1-1315-94280
FIRESTONE,Bridgestone Corporation,http://www.bridgestone.co.jp,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_08@brights.jp,--,--,--,--,--,--,1-954-87942
FIRMDALE,Firmdale Holdings Limited,http://WWW.FIRMDALEHOTELS.COM,GB,EUR,Mr. Mark Rupert READ,HOGTLD01@firmdale.com,--,--,--,--,--,--,1-1818-23087
FISH,"Fox Woods, LLC",,US,NA,Daniel Schindler,foxwoods@donuts.co,--,--,--,--,--,--,1-1459-49079
FISH,Dot Club LLC,,US,NA,Mr. Erik Ludwick,erik@whatbox.co,--,--,--,--,--,--,1-856-22387
FISHING,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.8@gmail.com,--,--,--,--,--,--,1-1039-82031
FISHING,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-72432
FIT,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.8@gmail.com,--,--,--,--,--,--,1-1039-18316
FIT,Platinum Registry Limited,,GI,EUR,Mr. Geir Rasmussen,icanntas47@famousfourmedia.com,--,--,--,--,--,--,1-1229-33615
FITNESS,"Brice Orchard, LLC",,US,NA,Daniel Schindler,briceorchard@donuts.co,--,--,--,--,--,--,1-1457-79967
FLICKR,Yahoo! Domain Services Inc.,,US,NA,Lorna Gradden,lorna.gradden.ya@valideus.com,--,--,--,--,--,--,1-1168-54294
FLIGHTS,"Fox Station, LLC",,US,NA,Daniel Schindler,foxstation@donuts.co,--,--,--,--,--,--,1-1460-3791
FLIR,"FLIR Systems, Inc.",http://www.flir.com,US,NA,Mr. Christopher John Lewis,chris.lewis@flir.com,--,--,--,--,--,--,1-1272-48294
FLORIST,"Half Cypress, LLC",,US,NA,Daniel Schindler,halfcypress@donuts.co,--,--,--,--,--,--,1-1456-34878
FLOWERS,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.8@gmail.com,--,--,--,--,--,--,1-1039-50712
FLOWERS,"Fern Willow, LLC",,US,NA,Daniel Schindler,fernwillow@donuts.co,--,--,--,--,--,--,1-1458-34042
FLOWERS,"Piper Ventures, LLC",,US,NA,Philip Lodico,lodico.fl@fairwindspartners.com,--,--,--,--,--,--,1-1534-89307
FLOWERS,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-21975
FLS,FLSmidth A/S,http://www.flsmidth.com,DK,EUR,Mr. Jannik Skou,js@thomsentrampedach.com,--,--,--,--,--,--,1-911-22365
FLSMIDTH,FLSmidth A/S,http://www.flsmidth.com,DK,EUR,Mr. Jannik Skou,js@thomsentrampedach.com,--,--,--,--,--,--,1-911-91166
FLY,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact2@google.com,--,--,--,--,--,--,1-1141-48206
FOO,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact10@google.com,--,--,--,--,--,--,1-1681-22593
FOOD,"Lifestyle Domain Holdings, Inc.",,US,NA,Matthew Russotti,mrussotti@wolfe-sbmc.com,--,--,--,--,--,--,1-1326-50608
FOOD,"Wild Orchard, LLC",,US,NA,Daniel Schindler,wildorchard@donuts.co,--,--,--,--,--,--,1-1462-36448
FOOD,"Dot Food, LLC",,US,NA,Tess Pattison-Wade,tess@dotregistry.org,--,--,--,--,--,--,1-1975-66983
FOODNETWORK,"Lifestyle Domain Holdings, Inc.",,US,NA,Matthew Russotti,mrussotti@wolfe-sbmc.com,--,--,--,--,--,--,1-1326-10877
FOOTBALL,dot Football Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas13@famousfourmedia.com,--,--,--,--,--,--,1-1185-40986
FOOTBALL,"Foggy Farms, LLC",,US,NA,Daniel Schindler,foggyfarms@donuts.co,--,--,--,--,--,--,1-1463-19656
FORD,Ford Motor Company,http://www.ford.com,US,NA,Mr. David William Taylor,d.taylor@hoganlovells.com,--,--,--,--,--,--,1-1310-12426
FOREX,IG Group Holdings PLC,http://www.iggroup.com,GB,EUR,Ms. Sharon Harris,sharon2@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2043-82969
FORSALE,"Sea Oaks, LLC",,US,NA,Daniel Schindler,seaoaks@donuts.co,--,--,--,--,--,--,1-1461-35653
FORSALE,"DERForsale, LLC",,US,NA,Guy R Friddell III,gfridelltld@dominionenterprises.com,--,--,--,--,--,--,1-909-18178
FORUM,dot Forum Limited,,GI,EUR,Mr. Geir Rasmussen,icanntas28@famousfourmedia.com,--,--,--,--,--,--,1-1212-56127
FORUM,"June Hollow, LLC",,US,NA,Daniel Schindler,junehollow@donuts.co,--,--,--,--,--,--,1-1464-71170
FORUM,"Fegistry, LLC",,US,NA,Jay Westerdal,jay@fegistry.com,--,--,--,--,--,--,1-1913-92671
FOUNDATION,"John Dale, LLC",,US,NA,Daniel Schindler,johndale@donuts.co,--,--,--,--,--,--,1-1468-64201
FOX,"FOX Registry, LLC",,US,NA,Mr. David William Taylor,davidw.taylor@hoganlovells.com,--,--,--,--,--,--,1-1167-1880
FREE,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.8@gmail.com,--,--,--,--,--,--,1-1039-66889
FREE,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact2@google.com,--,--,--,--,--,--,1-1141-1851
FREE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am1@valideus.com,--,--,--,--,--,--,1-1316-21923
FREE,"Over Keep, LLC",,US,NA,Daniel Schindler,overkeep@donuts.co,--,--,--,--,--,--,1-1465-93738
FREE,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-38175
FRESENIUS,Fresenius Immobilien-Verwaltungs-GmbH,,DE,EUR,Mr. Dan Trampedach,dan@thomsentrampedach.com,--,--,--,--,--,--,1-916-50890
FRL,Metaregistrar B.V.,http://www.metaregistrar.com,NL,EUR,Mr. Evert Wouter de Graaf,info@metaregistrar.com,--,--,--,--,--,Yes,1-1312-75662
FROGANS,OP3FT,http://www.op3ft.org/,FR,EUR,Mr. Amaury GRIMBERT,amaury.grimbert@op3ft.org,--,--,--,--,--,--,1-1270-9301
FRONTDOOR,"Lifestyle Domain Holdings, Inc.",,US,NA,Matthew Russotti,mrussotti@wolfe-sbmc.com,--,--,--,--,--,--,1-1326-50203
FRONTIER,Frontier Communications Corporation,http://www.ftr.com,US,NA,Ms. Allison M. Ellis,ICANNgTLD@ftr.com,--,--,--,--,--,--,1-2106-18801
FTR,Frontier Communications Corporation,http://www.ftr.com,US,NA,Ms. Allison Ellis,allison.ellis@ftr.com,--,--,--,--,--,--,1-2105-39700
FUJITSU,Fujitsu Limited,http://www.fujitsu.com/,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_20@brights.jp,--,--,--,--,--,--,1-1722-42216
FUJIXEROX,Xerox DNHC LLC,http://www.xerox.com/,US,NA,Joshua Slocum Bourne,Bourne.XR@fairwindspartners.com,--,--,--,--,--,--,1-1046-39945
